payload_cid,data_size,filenames
bafybeiejpm22ukyuidodlpsyz2zbjn7tyjd3yv3o4ivanbg54l3pnihgcy,34091302912,"['sdr_poseidon_32gib_b288702_5_small_raw']"
bafybeigly47eauh5mgwrdvlv5nspzevckmikpbyfbwxiwjvnth6clkbyii,34091302912,"['sdr_poseidon_32gib_b288702_6_small_raw']"
bafybeih3beft2nmjus5pkh3r62rspa4js376jxq6oxz42xngdvmclj5f3q,34091302912,"['sdr_poseidon_32gib_b288702_7_small_raw']"
bafybeidtyz3vbjfrazb7r2eju53esmyc3evpoi7bjxfvdpvggfcefc7rnm,34091302912,"['sdr_poseidon_32gib_b288702_8_small_raw']"
bafybeiaachhn5om5nd3kw36ua4zujujidmi4lwstn6vtomyejpbnpffaqq,34091302912,"['sdr_poseidon_32gib_b288702_9_small_raw']"
bafybeicqmjnws4bp5f6swtqpu4lyl2jwyt47imv4z6vti34vz244zbmynm,34091302912,"['sdr_poseidon_64gib_b288702_0_large.00']"
bafybeic6dizrpc7qritpnrtl6iy5hljltwuitgulwl4ckcidvmeboxxi6m,34091302912,"['sdr_poseidon_64gib_b288702_0_large.01']"
bafybeif5rexj6ma64q47yazk7akj3n3cx26nc26whmhejprtff7fgzw64e,17045651456,"['sdr_poseidon_64gib_b288702_0_large.02']"
bafybeicqzag6pcjpvend43m6hiq5wbj6exvoazsm3xydrphqgarf3xttby,34091302912,"['sdr_poseidon_64gib_b288702_0_small_raw']"
bafybeickuomhncpcjb2vrefpggckovyu3pzvtng4rmerg5hzs7n7kb2td4,34091302912,"['sdr_poseidon_64gib_b288702_10_small_raw']"
bafybeiazgke7xnwp4sp63bmos3g5sbdarv4q3wyms6vd4tvb5u3vgutrmq,34091302912,"['sdr_poseidon_64gib_b288702_11_small_raw']"
bafybeiaxgmadeupqkpz2uvpv26wcwjpx2eeqqyjebrkrencolmjychyk3y,34091302912,"['sdr_poseidon_64gib_b288702_12_small_raw']"
bafybeifg7xlbaqq6w6b464chdtjxboja3mh32gowy5x73mvuzyfxnpzej4,34091302912,"['sdr_poseidon_64gib_b288702_13_small_raw']"
bafybeifcdukq6vgsrw37r4tl2wggcujtkjkgffcvod7eurtswjr2dcyroq,34091302912,"['sdr_poseidon_64gib_b288702_14_small_raw']"
bafybeiauvmpnq2ss3jszppuzyfsq4hcyvjikjawr5kahbe6klpweyhg5l4,34091302912,"['sdr_poseidon_64gib_b288702_15_small_raw']"
bafybeihevusfpscwrflocfscke3xxmgwvtceeauxlmh53opnps5i26bnoy,34091302912,"['sdr_poseidon_64gib_b288702_16_small_raw']"
bafybeieoiobchzrj7a5h5u2cfhwlo5l35uqu274jq2aq44bhhhlgnmpema,34091302912,"['sdr_poseidon_64gib_b288702_1_small_raw']"
bafybeicqgsc36doked6xotoxsug6i6ii7w2v336qohkejbzxhnf2aomcrq,34091302912,"['sdr_poseidon_64gib_b288702_2_small_raw']"
bafybeihrfjrqw2eyehjgpq4ez5sassctgdwjrm72y3hfjm3eawemyx3n4m,34091302912,"['sdr_poseidon_64gib_b288702_3_small_raw']"
bafybeib55dc2ny6btbidvnd2fi43qkav4a7mzxuuquslmgxogqlkheick4,34091302912,"['sdr_poseidon_64gib_b288702_4_small_raw']"
bafybeib3uly6syqj6mgtgbwao2l2b2gc2powpe6tjsd6e2utebnewrr3nm,34091302912,"['sdr_poseidon_64gib_b288702_5_small_raw']"
bafybeifnonpxxspojxeyuib2ve2okqvo5wk5nglpohp2hfkt7l544g2k3u,34091302912,"['sdr_poseidon_64gib_b288702_6_small_raw']"
bafybeiefk4s3nwrf744a3qowzx5sgnhhgkw4laknvvh5f4lobfluctcp7y,34091302912,"['sdr_poseidon_64gib_b288702_7_small_raw']"
bafybeihpmrhcenx4wvgf32r3xjyo5fdy5cxhhhwmj5arsv433jqbqjqacu,34091302912,"['sdr_poseidon_64gib_b288702_8_small_raw']"
bafybeiglbp7l2rbzftyu5hsytau2j7gm37ogvjwld6ymkbohhktbsmxgva,34091302912,"['sdr_poseidon_64gib_b288702_9_small_raw']"
bafybeiedd3jeqs5toayhmngycpwvdhxoi7e3uploqbe4ithpici2eqezyq,34091302912,"['window_poseidon_32gib_b288702_0_large.00']"
bafybeic53dsn2jekeee6h3runt3gxnuxtoopmt6anwnxlrsne3f7v6yuhy,34091302912,"['window_poseidon_32gib_b288702_0_large.01']"
bafybeigydzmqfqmd3o2toqehdfmpuc2m7sisrb33dnbur6aarezcvjvrey,34091302912,"['window_poseidon_32gib_b288702_0_large.02']"
bafybeiafv3y7c5c5bel6fudscw4poicqx55s6wm4w5mpfgbebdmnemqxdq,8522825728,"['window_poseidon_32gib_b288702_0_large.03']"
bafybeiatefovwjjm5v54ldzxgliq2476ji7ehuc24ob6jqkmkv3ujlpw2i,34091302912,"['window_poseidon_32gib_b288702_0_small_raw']"
bafybeidrreymgxtnb2ultdbsnns2iilxzl32jwl4vrmlcssa7nsafzft2a,34091302912,"['window_poseidon_32gib_b288702_10_small_raw']"
bafybeieb27j4edbdk7px3tkqb3tkr6jzjrfyb74hzletzb7mqxvmcjlofm,34091302912,"['window_poseidon_32gib_b288702_1_small_raw']"
bafybeig2jquvolrnwwx5fue4aajgrycd5k4s4l7ocngspwnar5sfnk3lgy,34091302912,"['window_poseidon_32gib_b288702_2_small_raw']"
bafybeihohwufgpymxemv76rtj2ckkbmv4yqznrs3kfmudzvzzdflu6eyea,34091302912,"['window_poseidon_32gib_b288702_3_small_raw']"
bafybeibwrpgmtsvkvyintghvqrk2x5swmgqtgk5zqfuiqgixdkymx2xdnu,34091302912,"['window_poseidon_32gib_b288702_4_small_raw']"
bafybeifkm3ytynoncceuwk5pnep4qcei77n24xnvbuav62col4afd257ka,34091302912,"['window_poseidon_32gib_b288702_5_small_raw']"
bafybeic23anoypgeqsl5s6gh7p3bqnleq7ndesms23gtzoca4s73p2gbbi,34091302912,"['window_poseidon_32gib_b288702_6_small_raw']"
bafybeidbvqribsbuq3wrmrgouksrghrjw5dowbdnicyhfyko3hdxkc7axa,34091302912,"['window_poseidon_32gib_b288702_7_small_raw']"
bafybeidfocemfajpatxkq5buimokg36ccx5wyjgjq2jyiwonac3kq3shga,34091302912,"['window_poseidon_32gib_b288702_8_small_raw']"
bafybeig2sq5hejqccyywqpxisdybi4jnomuwc4r3smuegy2ghmewg2hbrm,34091302912,"['window_poseidon_32gib_b288702_9_small_raw']"
bafybeidcxsfgdctj4p2ggkhgqxxcgpfrb3udseswr4okjleyfmkx6x47wy,34091302912,"['window_poseidon_64gib_b288702_0_large.00']"
bafybeiaxogn6i2iyxihfh7cyjjk32tpc4mgpatay5jockyguru6fytglpi,34091302912,"['window_poseidon_64gib_b288702_0_large.01']"
bafybeicjapsqowjk435c27odhytkhpwta2rnm3tkchfdvxomn5jfd35qgq,34091302912,"['window_poseidon_64gib_b288702_0_large.02']"
bafybeib3ewyzwkd537f6tplb5hoboemafaotw63kxuegim4ttz3zpfz7hm,17045651456,"['window_poseidon_64gib_b288702_0_large.03']"
