payload_cid,data_size,filenames
bafybeielg4xrutbkkmyhrxr42yku6dyb7ekhk7runhufx5mro6dqbdsxpu,34091302912,"['camera_lidar-20190401121727_lidar_frontleft.tar.34','camera_lidar-20190401121727_lidar_frontleft.tar.35','camera_lidar-20190401121727_lidar_frontleft.tar.36','camera_lidar-20190401121727_lidar_frontleft.tar.37','camera_lidar-20190401121727_lidar_frontleft.tar.38','camera_lidar-20190401121727_lidar_frontleft.tar.39','camera_lidar-20190401121727_lidar_frontleft.tar.40','camera_lidar-20190401121727_lidar_frontleft.tar.41','camera_lidar-20190401121727_lidar_frontleft.tar.42','camera_lidar-20190401121727_lidar_frontleft.tar.43','camera_lidar-20190401121727_lidar_frontleft.tar.44','camera_lidar-20190401121727_lidar_frontleft.tar.45','camera_lidar-20190401121727_lidar_frontleft.tar.46','camera_lidar-20190401121727_lidar_frontleft.tar.47','camera_lidar-20190401121727_lidar_frontleft.tar.48','camera_lidar-20190401121727_lidar_frontleft.tar.49','camera_lidar-20190401121727_lidar_frontleft.tar.50']"
bafybeigs3uftrdwzwc75fqkr3yhboducehtkxwplfld6bxt2kyehzm3onu,34091302912,"['camera_lidar-20190401121727_lidar_frontleft.tar.51','camera_lidar-20190401121727_lidar_frontleft.tar.52','camera_lidar-20190401121727_lidar_frontleft.tar.53','camera_lidar-20190401121727_lidar_frontleft.tar.54','camera_lidar-20190401121727_lidar_frontleft.tar.55','camera_lidar-20190401121727_lidar_frontleft.tar.56','camera_lidar-20190401121727_lidar_frontleft.tar.57','camera_lidar-20190401121727_lidar_frontleft.tar.58','camera_lidar-20190401121727_lidar_frontleft.tar.59','camera_lidar-20190401121727_lidar_frontleft.tar.60','camera_lidar-20190401121727_lidar_rearcenter.tar.01','camera_lidar-20190401121727_lidar_rearcenter.tar.02','camera_lidar-20190401121727_lidar_rearcenter.tar.03','camera_lidar-20190401121727_lidar_rearcenter.tar.04','camera_lidar-20190401121727_lidar_rearcenter.tar.05','camera_lidar-20190401121727_lidar_rearcenter.tar.06','camera_lidar-20190401121727_lidar_rearcenter.tar.07','camera_lidar-20190401121727_lidar_rearcenter.tar.08']"
bafybeiheiifxzgnmywtnst2to3oh5mvoknaromoyogr36lzogmhcbltzoa,34091302912,"['camera_lidar-20190401121727_lidar_rearcenter.tar.09','camera_lidar-20190401121727_lidar_rearcenter.tar.10','camera_lidar-20190401121727_lidar_rearcenter.tar.11','camera_lidar-20190401121727_lidar_rearcenter.tar.12','camera_lidar-20190401121727_lidar_rearcenter.tar.13','camera_lidar-20190401121727_lidar_rearcenter.tar.14','camera_lidar-20190401121727_lidar_rearcenter.tar.15','camera_lidar-20190401121727_lidar_rearcenter.tar.16','camera_lidar-20190401121727_lidar_rearcenter.tar.17','camera_lidar-20190401121727_lidar_rearcenter.tar.18','camera_lidar-20190401121727_lidar_rearcenter.tar.19','camera_lidar-20190401121727_lidar_rearcenter.tar.20','camera_lidar-20190401121727_lidar_rearcenter.tar.21','camera_lidar-20190401121727_lidar_rearcenter.tar.22','camera_lidar-20190401121727_lidar_rearcenter.tar.23','camera_lidar-20190401121727_lidar_rearcenter.tar.24','camera_lidar-20190401121727_lidar_rearcenter.tar.25']"
bafybeiarvetmjsuc4n2crpvvp2hvkmboft2fhbpp76apw5lr43ulmj4if4,34091302912,"['camera_lidar-20190401121727_lidar_rearcenter.tar.26','camera_lidar-20190401121727_lidar_rearcenter.tar.27','camera_lidar-20190401121727_lidar_rearcenter.tar.28','camera_lidar-20190401121727_lidar_rearcenter.tar.29','camera_lidar-20190401121727_lidar_rearcenter.tar.30','camera_lidar-20190401121727_lidar_rearcenter.tar.31','camera_lidar-20190401121727_lidar_rearcenter.tar.32','camera_lidar-20190401121727_lidar_rearcenter.tar.33','camera_lidar-20190401121727_lidar_rearcenter.tar.34','camera_lidar-20190401121727_lidar_rearcenter.tar.35','camera_lidar-20190401121727_lidar_rearcenter.tar.36','camera_lidar-20190401121727_lidar_rearcenter.tar.37','camera_lidar-20190401121727_lidar_rearcenter.tar.38','camera_lidar-20190401121727_lidar_rearcenter.tar.39','camera_lidar-20190401121727_lidar_rearcenter.tar.40','camera_lidar-20190401121727_lidar_rearcenter.tar.41','camera_lidar-20190401121727_lidar_rearcenter.tar.42']"
bafybeicj2u3q73ws4plcmtll6zht35byt47gjfknebuk7oeccmkck2otqy,34091302912,"['camera_lidar-20190401121727_lidar_rearcenter.tar.43','camera_lidar-20190401121727_lidar_rearcenter.tar.44','camera_lidar-20190401121727_lidar_rearcenter.tar.45','camera_lidar-20190401121727_lidar_rearcenter.tar.46','camera_lidar-20190401121727_lidar_rearcenter.tar.47','camera_lidar-20190401121727_lidar_rearcenter.tar.48','camera_lidar-20190401121727_lidar_rearcenter.tar.49','camera_lidar-20190401121727_lidar_rearcenter.tar.50','camera_lidar-20190401121727_lidar_rearcenter.tar.51','camera_lidar-20190401121727_lidar_rearcenter.tar.52','camera_lidar-20190401121727_lidar_rearcenter.tar.53','camera_lidar-20190401121727_lidar_rearcenter.tar.54','camera_lidar-20190401121727_lidar_rearcenter.tar.55','camera_lidar-20190401121727_lidar_rearcenter.tar.56','camera_lidar-20190401121727_lidar_rearcenter.tar.57','camera_lidar-20190401121727_lidar_rearcenter.tar.58','camera_lidar-20190401121727_lidar_rearcenter.tar.59']"
bafybeidvunvtps2xsxu2p3yodvza2mu3ljrd25xehnnwp7zxcfxdpcgdpy,34091302912,"['camera_lidar-20190401121727_lidar_rearcenter.tar.60','camera_lidar-20190401121727_lidar_rearcenter.tar.61','camera_lidar-20190401121727_lidar_rearcenter.tar.62','camera_lidar-20190401121727_lidar_rearcenter.tar.63','camera_lidar-20190401121727_lidar_rearcenter.tar.64','camera_lidar-20190401121727_lidar_sideright.tar.01','camera_lidar-20190401121727_lidar_sideright.tar.02','camera_lidar-20190401121727_lidar_sideright.tar.03','camera_lidar-20190401121727_lidar_sideright.tar.04','camera_lidar-20190401121727_lidar_sideright.tar.05','camera_lidar-20190401121727_lidar_sideright.tar.06','camera_lidar-20190401121727_lidar_sideright.tar.07','camera_lidar-20190401121727_lidar_sideright.tar.08','camera_lidar-20190401121727_lidar_sideright.tar.09','camera_lidar-20190401121727_lidar_sideright.tar.10','camera_lidar-20190401121727_lidar_sideright.tar.11','camera_lidar-20190401121727_lidar_sideright.tar.12','camera_lidar-20190401121727_lidar_sideright.tar.13']"
bafybeic5hfv5dyhpkwgktttd3ez66anscst52ixt7edrczn3ga4vlxaeku,34091302912,"['camera_lidar-20190401121727_lidar_sideright.tar.14','camera_lidar-20190401121727_lidar_sideright.tar.15','camera_lidar-20190401121727_lidar_sideright.tar.16','camera_lidar-20190401121727_lidar_sideright.tar.17','camera_lidar-20190401121727_lidar_sideright.tar.18','camera_lidar-20190401121727_lidar_sideright.tar.19','camera_lidar-20190401121727_lidar_sideright.tar.20','camera_lidar-20190401121727_lidar_sideright.tar.21','camera_lidar-20190401121727_lidar_sideright.tar.22','camera_lidar-20190401121727_lidar_sideright.tar.23','camera_lidar-20190401121727_lidar_sideright.tar.24','camera_lidar-20190401121727_lidar_sideright.tar.25','camera_lidar-20190401121727_lidar_sideright.tar.26','camera_lidar-20190401121727_lidar_sideright.tar.27','camera_lidar-20190401121727_lidar_sideright.tar.28','camera_lidar-20190401121727_lidar_sideright.tar.29','camera_lidar-20190401121727_lidar_sideright.tar.30']"
bafybeibzet6xgz6hfvkwnj3ex7jx6ejehuy4f5fqbvgncpb4usbtbuip2i,34091302912,"['camera_lidar-20190401121727_lidar_sideright.tar.31','camera_lidar-20190401121727_lidar_sideright.tar.32','camera_lidar-20190401121727_lidar_sideright.tar.33','camera_lidar-20190401121727_lidar_sideright.tar.34','camera_lidar-20190401121727_lidar_sideright.tar.35','camera_lidar-20190401121727_lidar_sideright.tar.36','camera_lidar-20190401121727_lidar_sideright.tar.37','camera_lidar-20190401121727_lidar_sideright.tar.38','camera_lidar-20190401121727_lidar_sideright.tar.39','camera_lidar-20190401121727_lidar_sideright.tar.40','camera_lidar-20190401121727_lidar_sideright.tar.41','camera_lidar-20190401121727_lidar_sideright.tar.42','camera_lidar-20190401121727_lidar_sideright.tar.43','camera_lidar-20190401121727_lidar_sideright.tar.44','camera_lidar-20190401121727_lidar_sideright.tar.45','camera_lidar-20190401121727_lidar_sideright.tar.46','camera_lidar-20190401121727_lidar_sideright.tar.47']"
bafybeiefrh3awc3sjo7zgtokxqhumo3gjwpv4eziydaptfi535q56lxf74,34091302912,"['camera_lidar-20190401121727_lidar_sideright.tar.48','camera_lidar-20190401121727_lidar_sideright.tar.49','camera_lidar-20190401121727_lidar_sideright.tar.50','camera_lidar-20190401121727_lidar_sideright.tar.51','camera_lidar-20190401121727_lidar_sideright.tar.52','camera_lidar-20190401121727_lidar_sideright.tar.53','camera_lidar-20190401121727_lidar_sideright.tar.54','camera_lidar-20190401121727_lidar_sideright.tar.55','camera_lidar-20190401121727_lidar_sideright.tar.56','camera_lidar-20190401121727_lidar_sideright.tar.57','camera_lidar-20190401121727_lidar_sideright.tar.58','camera_lidar-20190401121727_lidar_sideright.tar.59','camera_lidar-20190401121727_lidar_sideright.tar.60','camera_lidar-20190401121727_lidar_sideright.tar.61','camera_lidar-20190401121727_lidar_sideright.tar.62','camera_lidar-20190401121727_lidar_sideright.tar.63','camera_lidar-20190401121727_lidar_sideright.tar.64']"
bafybeiaya43uwqiktsb2qtu5pnu33zvtqcegy27235prsaaikqharggwii,34091302912,"['camera_lidar-20180810150607_camera_frontcenter.tar.01','camera_lidar-20180810150607_camera_frontcenter.tar.02','camera_lidar-20180810150607_camera_frontcenter.tar.03','camera_lidar-20180810150607_camera_frontcenter.tar.04','camera_lidar-20180810150607_camera_frontcenter.tar.05','camera_lidar-20180810150607_camera_frontcenter.tar.06','camera_lidar-20180810150607_camera_frontcenter.tar.07','camera_lidar-20180810150607_camera_frontcenter.tar.08','camera_lidar-20180810150607_camera_frontcenter.tar.09','camera_lidar-20180810150607_camera_frontcenter.tar.10','camera_lidar-20180810150607_camera_frontcenter.tar.11','camera_lidar-20180810150607_camera_frontcenter.tar.12','camera_lidar-20180810150607_camera_frontcenter.tar.13','camera_lidar-20180810150607_camera_frontcenter.tar.14','camera_lidar-20180810150607_camera_frontcenter.tar.15','camera_lidar-20180810150607_camera_frontcenter.tar.16','camera_lidar-20190401121727_lidar_sideright.tar.65','camera_lidar-20190401121727_lidar_sideright.tar.66']"
bafybeibscl53d7twjeuku4fmbm6jshwgsdrcrhbqfu5wbmfnyaqotgcysu,34091302912,"['camera_lidar-20180810150607_camera_frontcenter.tar.17','camera_lidar-20180810150607_camera_frontcenter.tar.18','camera_lidar-20180810150607_camera_frontcenter.tar.19','camera_lidar-20180810150607_camera_frontcenter.tar.20','camera_lidar-20180810150607_camera_frontcenter.tar.21','camera_lidar-20180810150607_camera_frontcenter.tar.22','camera_lidar-20180810150607_camera_frontcenter.tar.23','camera_lidar-20180810150607_camera_frontcenter.tar.24','camera_lidar-20180810150607_camera_frontcenter.tar.25','camera_lidar-20180810150607_camera_frontcenter.tar.26','camera_lidar-20180810150607_camera_frontcenter.tar.27','camera_lidar-20180810150607_camera_frontcenter.tar.28','camera_lidar-20180810150607_camera_frontcenter.tar.29','camera_lidar-20180810150607_camera_frontcenter.tar.30','camera_lidar-20180810150607_camera_frontcenter.tar.31','camera_lidar-20180810150607_camera_frontcenter.tar.32','camera_lidar-20180810150607_camera_frontcenter.tar.33']"
bafybeie3alu4onzoakd5jzqvmstmne7o5umlmwo2pblulrsdpevxcb7bv4,34091302912,"['camera_lidar-20180810150607_camera_frontcenter.tar.34','camera_lidar-20180810150607_camera_frontcenter.tar.35','camera_lidar-20180810150607_camera_frontcenter.tar.36','camera_lidar-20180810150607_camera_frontcenter.tar.37','camera_lidar-20180810150607_camera_frontcenter.tar.38','camera_lidar-20180810150607_camera_frontcenter.tar.39','camera_lidar-20180810150607_camera_frontcenter.tar.40','camera_lidar-20180810150607_camera_frontcenter.tar.41','camera_lidar-20180810150607_camera_frontcenter.tar.42','camera_lidar-20180810150607_camera_frontcenter.tar.43','camera_lidar-20180810150607_camera_frontcenter.tar.44','camera_lidar-20180810150607_camera_frontcenter.tar.45','camera_lidar-20180810150607_camera_frontcenter.tar.46','camera_lidar-20180810150607_camera_frontcenter.tar.47','camera_lidar-20180810150607_camera_frontcenter.tar.48','camera_lidar-20180810150607_camera_frontcenter.tar.49','camera_lidar-20180810150607_camera_frontcenter.tar.50','camera_lidar-20180810150607_camera_sideleft.tar.01']"
bafybeid63nsof4dpkhsirs546s3wnt7532z6amzww3sj64wanfupdtrp54,34091302912,"['camera_lidar-20180810150607_camera_sideleft.tar.02','camera_lidar-20180810150607_camera_sideleft.tar.03','camera_lidar-20180810150607_camera_sideleft.tar.04','camera_lidar-20180810150607_camera_sideleft.tar.05','camera_lidar-20180810150607_camera_sideleft.tar.06','camera_lidar-20180810150607_camera_sideleft.tar.07','camera_lidar-20180810150607_camera_sideleft.tar.08','camera_lidar-20180810150607_camera_sideleft.tar.09','camera_lidar-20180810150607_camera_sideleft.tar.10','camera_lidar-20180810150607_camera_sideleft.tar.11','camera_lidar-20180810150607_camera_sideleft.tar.12','camera_lidar-20180810150607_camera_sideleft.tar.13','camera_lidar-20180810150607_camera_sideleft.tar.14','camera_lidar-20180810150607_camera_sideleft.tar.15','camera_lidar-20180810150607_camera_sideleft.tar.16','camera_lidar-20180810150607_camera_sideleft.tar.17','camera_lidar-20180810150607_camera_sideleft.tar.18']"
bafybeibg5o5hxtlqirukuyshih2kcc2xlk66ivwoyd72liansqh6jx5hcm,34091302912,"['camera_lidar-20180810150607_camera_sideleft.tar.19','camera_lidar-20180810150607_camera_sideleft.tar.20','camera_lidar-20180810150607_camera_sideleft.tar.21','camera_lidar-20180810150607_camera_sideleft.tar.22','camera_lidar-20180810150607_camera_sideleft.tar.23','camera_lidar-20180810150607_camera_sideleft.tar.24','camera_lidar-20180810150607_camera_sideleft.tar.25','camera_lidar-20180810150607_camera_sideleft.tar.26','camera_lidar-20180810150607_camera_sideleft.tar.27','camera_lidar-20180810150607_camera_sideleft.tar.28','camera_lidar-20180810150607_camera_sideleft.tar.29','camera_lidar-20180810150607_camera_sideleft.tar.30','camera_lidar-20180810150607_camera_sideleft.tar.31','camera_lidar-20180810150607_camera_sideleft.tar.32','camera_lidar-20180810150607_camera_sideleft.tar.33','camera_lidar-20180810150607_camera_sideleft.tar.34','camera_lidar-20180810150607_camera_sideleft.tar.35']"
bafybeiaojk2tpz2mfvrwyailknmyrxdghubawzqut5e43cljxquopfi24a,34091302912,"['camera_lidar-20180810150607_camera_sideleft.tar.36','camera_lidar-20180810150607_camera_sideleft.tar.37','camera_lidar-20180810150607_camera_sideleft.tar.38','camera_lidar-20180810150607_camera_sideleft.tar.39','camera_lidar-20180810150607_camera_sideleft.tar.40','camera_lidar-20180810150607_camera_sideleft.tar.41','camera_lidar-20180810150607_camera_sideleft.tar.42','camera_lidar-20180810150607_camera_sideleft.tar.43','camera_lidar-20180810150607_camera_sideleft.tar.44','camera_lidar-20180810150607_camera_sideleft.tar.45','camera_lidar-20180810150607_camera_sideleft.tar.46','camera_lidar-20180810150607_camera_sideleft.tar.47','camera_lidar-20180810150607_lidar_frontcenter.tar.01','camera_lidar-20180810150607_lidar_frontcenter.tar.02','camera_lidar-20180810150607_lidar_frontcenter.tar.03','camera_lidar-20180810150607_lidar_frontcenter.tar.04','camera_lidar-20180810150607_lidar_frontcenter.tar.05','camera_lidar-20180810150607_lidar_frontcenter.tar.06']"
bafybeicrcn3bgbsg6nsxkwnjly33errssw4cb7qdj2cgdvecxg3xzsko3m,34091302912,"['camera_lidar-20180810150607_lidar_frontcenter.tar.07','camera_lidar-20180810150607_lidar_frontcenter.tar.08','camera_lidar-20180810150607_lidar_frontcenter.tar.09','camera_lidar-20180810150607_lidar_frontcenter.tar.10','camera_lidar-20180810150607_lidar_frontcenter.tar.11','camera_lidar-20180810150607_lidar_frontcenter.tar.12','camera_lidar-20180810150607_lidar_frontcenter.tar.13','camera_lidar-20180810150607_lidar_frontcenter.tar.14','camera_lidar-20180810150607_lidar_frontleft.tar.01','camera_lidar-20180810150607_lidar_frontleft.tar.02','camera_lidar-20180810150607_lidar_frontleft.tar.03','camera_lidar-20180810150607_lidar_frontleft.tar.04','camera_lidar-20180810150607_lidar_frontleft.tar.05','camera_lidar-20180810150607_lidar_frontleft.tar.06','camera_lidar-20180810150607_lidar_frontleft.tar.07','camera_lidar-20180810150607_lidar_frontleft.tar.08','camera_lidar-20180810150607_lidar_frontleft.tar.09','camera_lidar-20180810150607_lidar_frontleft.tar.10']"
